"created_at","stage"
"2018-12-07 9:00:00","1"
"2018-12-06 20:58:00","0"
"2018-12-06 20:27:00","1"
"2018-12-06 9:00:00","2"
"2018-12-05 21:33:00","0"
"2018-12-05 20:57:00","1"
"2018-12-05 9:01:00","2"
"2018-12-04 21:30:00","0"
"2018-12-04 21:01:00","1"
"2018-12-04 9:00:00","2"
"2018-12-03 21:08:00","0"
"2018-12-03 20:17:00","1"
"2018-12-03 9:56:00","2"
"2018-12-02 20:49:00","0"
"2018-12-02 20:25:00","1"
"2018-12-02 8:01:00","2"
"2018-12-01 21:24:00","0"
"2018-12-01 20:55:00","1"
"2018-12-01 16:07:00","2"
"2018-12-01 9:01:00","1"
"2018-11-30 21:01:00","0"
"2018-11-30 9:00:00","2"
"2018-11-29 21:07:00","0"
"2018-11-29 12:06:00","1"
"2018-11-18 20:51:00","0"
"2018-11-18 12:42:00","1"
"2018-06-16 21:05:00","0"
"2018-06-16 17:02:00","2"
"2018-06-15 19:31:00","0"
"2018-06-15 11:32:00","1"
"2018-06-14 20:03:00","0"
"2018-06-14 17:52:00","1"
"2015-09-14 21:25:00","0"
"2015-09-14 19:01:00","1"
"2015-08-08 21:01:00","0"
"2015-08-08 16:58:00","1"
"2015-08-06 21:57:00","0"
"2015-08-06 16:58:00","2"
"2015-08-06 12:01:00","0"
"2015-08-06 6:43:00","1"
"2015-08-05 22:02:00","0"
"2015-08-05 17:10:00","2"
"2015-08-04 21:59:00","0"
"2015-08-04 17:02:00","2"
"2015-08-03 21:57:00","0"
"2015-08-03 17:01:00","2"
"2015-07-30 22:00:00","0"
"2015-07-30 17:17:00","1"
"2015-07-29 22:02:00","0"
"2015-07-29 16:55:00","1"
"2015-07-26 21:18:00","0"
"2015-07-26 8:32:00","2"
"2015-07-25 21:55:00","0"
"2015-07-25 8:21:00","2"
"2015-07-24 22:04:00","0"
"2015-07-24 16:56:00","2"
"2015-07-24 11:55:00","1"
"2015-07-23 22:04:00","0"
"2015-07-23 17:03:00","2"
"2015-07-22 22:01:00","0"
"2015-07-22 17:02:00","1"
"2015-07-21 22:02:00","0"
"2015-07-21 17:02:00","2"
"2015-07-20 22:04:00","0"
"2015-07-20 17:03:00","1"
"2015-07-19 22:01:00","0"
"2015-07-19 8:01:00","2"
"2015-07-17 5:06:00","0"
"2015-07-16 17:02:00","1"
"2015-07-15 22:02:00","0"
"2015-07-15 17:52:00","2"
"2015-07-15 8:31:00","1"
"2015-07-14 22:01:00","0"
"2015-07-14 17:26:00","1"
"2015-07-10 13:47:00","0"
"2015-07-10 8:35:00","1"
"2015-07-09 22:02:00","0"
"2015-07-09 17:01:00","1"
"2015-06-29 22:01:00","0"
"2015-06-29 17:01:00","1"
"2015-06-28 22:00:00","0"
"2015-06-28 8:02:00","2"
"2015-06-27 22:01:00","0"
"2015-06-27 17:02:00","2"
"2015-06-26 22:02:00","0"
"2015-06-26 16:24:00","2"
"2015-06-25 22:00:00","0"
"2015-06-25 16:02:00","2"
"2015-06-25 15:05:00","1"
"2015-06-24 22:01:00","0"
"2015-06-24 16:12:00","1"
"2015-06-23 22:01:00","0"
"2015-06-23 16:15:00","1"
"2015-06-22 22:01:00","0"
"2015-06-22 16:59:00","2"
"2015-06-22 16:01:00","1"
"2015-06-21 21:22:00","0"
"2015-06-21 17:03:00","1"
"2015-06-20 21:03:00","0"
"2015-06-20 18:56:00","2"
"2015-06-20 18:18:00","3"
"2015-06-20 17:34:00","2"
"2015-06-20 17:08:00","1"
"2015-06-19 21:29:00","0"
"2015-06-19 17:28:00","1"
"2015-06-18 22:03:00","0"
"2015-06-18 16:03:00","1"
"2015-06-17 22:02:00","0"
"2015-06-17 17:45:00","1"
"2015-06-14 21:57:00","0"
"2015-06-14 17:02:00","1"
"2015-06-12 22:02:00","0"
"2015-06-12 8:23:00","2"
"2015-06-12 6:19:00","1"
"2015-06-11 21:52:00","0"
"2015-06-11 16:20:00","2"
"2015-06-11 9:40:00","1"
"2015-06-10 21:56:00","0"
"2015-06-10 16:16:00","2"
"2015-06-10 16:11:00","1"
"2015-06-09 21:20:00","0"
"2015-06-09 16:59:00","1"
"2015-06-08 21:38:00","0"
"2015-06-08 17:58:00","2"
"2015-06-08 17:01:00","1"
"2015-06-07 21:34:00","0"
"2015-06-07 17:01:00","1"
"2015-05-27 20:50:00","0"
"2015-05-27 17:00:00","1"
"2015-05-26 22:03:00","0"
"2015-05-26 17:01:00","1"
"2015-05-25 21:47:00","0"
"2015-05-25 17:44:00","1"
"2015-05-24 20:19:00","0"
"2015-05-24 7:00:00","1"
"2015-05-23 21:50:00","0"
"2015-05-23 7:03:00","2"
"2015-05-22 21:53:00","0"
"2015-05-22 12:01:00","2"
"2015-05-22 6:32:00","1"
"2015-05-21 22:01:00","0"
"2015-05-21 14:11:00","2"
"2015-05-21 8:01:00","1"
"2015-05-20 22:00:00","0"
"2015-05-20 17:01:00","2"
"2015-05-20 16:01:00","1"
"2015-05-19 23:31:00","0"
"2015-05-19 23:19:00","1"
"2015-05-19 22:00:00","0"
"2015-05-19 17:04:00","2"
"2015-05-19 16:03:00","1"
"2015-05-18 22:02:00","0"
"2015-05-18 17:03:00","2"
"2015-05-18 16:08:00","1"
"2015-05-17 21:47:00","0"
"2015-05-17 12:03:00","1"
"2015-05-17 7:04:00","2"
"2015-05-16 21:40:00","0"
"2015-05-16 8:19:00","1"
"2015-05-15 22:03:00","0"
"2015-05-15 17:02:00","1"
"2015-05-14 22:01:00","0"
"2015-05-14 17:06:00","2"
"2015-05-14 16:07:00","1"
"2015-05-13 22:00:00","0"
"2015-05-13 21:47:00","0"
"2015-05-13 16:18:00","1"
"2015-05-13 16:00:00","1"
"2015-05-13 6:27:00","0"
"2015-05-12 21:10:00","0"
"2015-05-12 16:01:00","2"
"2015-05-12 16:00:00","2"
"2015-05-12 6:38:00","0"
"2015-05-11 22:00:00","0"
"2015-05-11 18:06:00","2"
"2015-05-11 17:31:00","2"
"2015-05-11 16:39:00","1"
"2015-05-11 16:03:00","1"
"2015-05-10 22:00:00","0"
"2015-05-10 21:53:00","0"
"2015-05-10 9:59:00","1"
"2015-05-10 9:58:00","0"
"2015-05-10 7:02:00","1"
"2015-05-10 7:00:00","1"
"2015-05-10 5:46:00","0"
"2015-05-09 22:03:00","1"
"2015-05-09 22:02:00","0"
"2015-05-09 22:00:00","0"
"2015-05-09 21:10:00","1"
"2015-05-09 12:01:00","2"
"2015-05-09 12:00:00","2"
"2015-05-09 9:16:00","1"
"2015-05-09 8:00:00","1"
"2015-05-08 20:52:00","0"
"2015-05-08 10:10:00","1"
"2015-05-07 21:35:00","0"
"2015-05-07 16:59:00","2"
"2015-05-07 8:39:00","1"
"2015-05-06 21:44:00","0"
"2015-05-06 18:06:00","2"
"2015-05-06 16:18:00","1"
"2015-05-05 21:21:00","0"
"2015-05-05 17:07:00","1"
"2015-05-04 21:27:00","0"
"2015-05-04 17:02:00","1"
"2015-05-03 19:52:00","0"
"2015-05-03 16:59:00","1"
"2015-04-29 20:37:00","0"
"2015-04-29 18:02:00","1"
"2015-04-23 21:41:00","0"
"2015-04-23 20:12:00","1"
"2015-04-23 18:00:00","2"
"2015-04-23 17:00:00","1"
"2015-04-22 21:46:00","0"
"2015-04-22 16:59:00","1"
"2015-04-21 21:49:00","0"
"2015-04-21 17:03:00","1"
"2015-04-20 21:50:00","0"
"2015-04-20 17:04:00","1"
"2015-04-19 21:11:00","0"
"2015-04-19 8:07:00","1"
"2015-04-18 21:46:00","0"
"2015-04-18 9:26:00","2"
"2015-04-17 22:39:00","0"
"2015-04-17 10:01:00","2"
"2015-04-17 5:58:00","1"
"2015-04-16 22:03:00","0"
"2015-04-16 19:06:00","2"
"2015-04-16 5:59:00","1"
"2015-04-15 21:18:00","0"
"2015-04-15 16:05:00","3"
"2015-04-15 7:43:00","2"
"2015-04-14 22:02:00","0"
"2015-04-14 20:57:00","2"
"2015-04-14 18:01:00","3"
"2015-04-14 6:35:00","2"
"2015-04-13 22:14:00","0"
"2015-04-13 16:00:00","2"
"2015-04-12 22:01:00","0"
"2015-04-12 10:03:00","2"
"2015-04-07 21:01:00","0"
"2015-04-07 16:35:00","1"
"2015-03-26 22:00:00","0"
"2015-03-26 12:00:00","2"
"2015-03-25 22:01:00","0"
"2015-03-25 16:09:00","2"
"2015-03-25 16:02:00","2"
"2015-03-21 21:01:00","0"
"2015-03-21 18:41:00","1"
"2015-03-21 9:02:00","1"
"2015-02-26 22:00:00","0"
"2015-02-26 10:11:00","2"
"2015-02-22 20:54:00","0"
"2015-02-22 16:24:00","1"
"2015-02-21 22:01:00","0"
"2015-02-21 8:02:00","1"
"2015-02-15 21:59:00","0"
"2015-02-15 12:00:00","1"
"2015-02-15 8:00:00","2"
"2015-02-14 22:07:00","0"
"2015-02-14 8:01:00","2"
"2015-02-11 22:48:00","0"
"2015-02-11 18:14:00","2"
"2015-02-11 14:13:00","1"
"2015-02-10 22:01:00","0"
"2015-02-10 18:00:00","1"
"2015-02-09 22:03:00","0"
"2015-02-09 16:01:00","1"
"2015-02-08 22:10:00","0"
"2015-02-08 8:01:00","2"
"2015-02-07 22:03:00","0"
"2015-02-07 22:00:00","0"
"2015-02-07 8:06:00","2"
"2015-02-07 8:00:00","2"
"2015-02-06 22:04:00","0"
"2015-02-06 22:00:00","0"
"2015-02-06 8:05:00","2"
"2015-02-06 8:00:00","2"
"2015-02-06 7:00:00","0"
"2015-02-05 23:00:00","0"
"2015-02-05 16:32:00","3"
"2015-02-05 16:12:00","3"
"2015-02-05 8:00:00","2"
"2015-02-05 8:00:00","2"
"2015-02-05 7:00:00","0"
"2015-02-04 22:44:00","0"
"2015-02-04 14:45:00","2"
"2015-02-04 14:00:00","2"
"2015-02-04 10:00:00","1"
"2015-02-03 21:33:00","0"
"2015-02-03 17:00:00","1"
"2015-01-28 14:00:00","0"
"2015-01-28 10:00:00","1"
"2015-01-27 21:09:00","0"
"2015-01-27 12:28:00","2"
"2015-01-27 10:00:00","1"
"2015-01-26 22:37:00","0"
"2015-01-26 18:13:00","2"
"2015-01-26 11:00:00","1"
"2015-01-09 16:40:00","0"
"2015-01-09 11:00:00","1"
"2014-12-08 21:23:00","0"
"2014-12-08 9:00:00","2"
"2014-12-08 8:00:00","1"
"2014-12-07 22:00:00","0"
"2014-12-07 7:00:00","2"
"2014-12-06 22:00:00","0"
"2014-12-06 20:00:00","2"
"2014-12-06 8:00:00","3"
"2014-12-06 6:00:00","2"
"2014-12-05 22:00:00","0"
"2014-12-05 12:22:00","3"
"2014-12-05 11:00:00","2"
"2014-12-04 22:42:00","0"
"2014-12-04 16:00:00","2"
"2014-11-30 21:30:00","0"
"2014-11-30 8:00:00","1"
"2014-11-29 21:00:00","0"
"2014-11-29 6:00:00","2"
"2014-11-23 22:00:00","0"
"2014-11-23 14:30:00","2"
"2014-11-23 6:00:00","1"
"2014-11-22 20:20:00","0"
"2014-11-22 6:00:00","2"
"2014-11-21 22:30:00","0"
"2014-11-21 16:10:00","2"
"2014-11-21 13:17:00","1"
"2014-11-02 22:00:00","0"
"2014-11-02 8:00:00","2"
"2014-06-17 19:27:00","0"
"2014-06-17 17:20:00","1"
"2014-06-12 21:04:00","0"
"2014-06-12 17:49:00","1"
"2014-06-11 22:00:00","0"
"2014-06-11 18:26:00","1"
"2014-03-06 22:00:00","0"
"2014-03-06 15:44:00","2"
"2014-03-06 9:00:00","3"
